,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
761,36,Millennials,Yes,Travel_Rarely,660,Research & Development,15,Medium Distance,Bachelor,Other,1,2.6666666666666665,1052,Low,8,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7,Y,No,0,14,Excellent,2.0,Medium,80,1,9,3,Good,1,0,0,0
762,26,Gen Z,Yes,Travel_Frequently,342,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,3.0,1053,Low,3,Male,57,High,1,Research Scientist,Low,Married,2042,15346,6,Y,Yes,1,14,Excellent,1.3333333333333333,Medium,80,1,6,2,Better,3,2,1,2
763,34,Millennials,No,Travel_Rarely,1333,Sales,10,Short Distance,Master,Life Sciences,1,3.0,1055,High,0,Female,87,High,1,Sales Representative,High,Married,2220,18410,1,Y,Yes,1,19,Excellent,3.3333333333333335,Very High,80,1,1,2,Better,1,1,0,0
764,28,Millennials,No,Travel_Rarely,1144,Sales,10,Short Distance,Below College,Medical,1,3.3333333333333335,1056,Very High,0,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1,Y,No,0,22,Outstanding,2.6666666666666665,Medium,80,0,1,5,Better,1,0,0,0
765,38,Millennials,No,Travel_Frequently,1186,Research & Development,3,Short Distance,Master,Other,1,3.0,1060,High,6,Male,44,High,1,Research Scientist,High,Married,2821,2997,3,Y,No,0,16,Excellent,2.3333333333333335,Low,80,1,8,2,Better,2,2,2,2
766,50,Gen X,No,Travel_Rarely,1464,Research & Development,2,Short Distance,Master,Medical,1,2.6666666666666665,1061,Medium,21,Male,62,High,5,Research Director,High,Married,19237,12853,2,Y,Yes,1,11,Excellent,3.0,Very High,80,1,29,2,Good,8,1,7,7
767,37,Millennials,No,Travel_Rarely,124,Research & Development,3,Short Distance,Bachelor,Other,1,2.6666666666666665,1062,Very High,4,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3,Y,No,0,15,Excellent,2.3333333333333335,Low,80,0,8,3,Good,4,3,0,1
768,40,Millennials,No,Travel_Rarely,300,Sales,26,Long Distance,Bachelor,Marketing,1,2.6666666666666665,1066,High,1,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1,Y,No,0,14,Excellent,2.0,Medium,80,1,8,3,Good,7,7,7,5
769,26,Gen Z,No,Travel_Frequently,921,Research & Development,1,Short Distance,Below College,Medical,1,2.6666666666666665,1068,Low,0,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1,Y,No,0,13,Excellent,2.3333333333333335,High,80,2,5,5,Better,5,3,1,3
770,46,Gen X,No,Travel_Rarely,430,Research & Development,1,Short Distance,Master,Medical,1,3.0,1069,Very High,21,Male,40,High,5,Research Director,Very High,Divorced,19627,21445,9,Y,No,0,17,Excellent,4.0,Very High,80,2,23,0,Better,2,2,2,2
771,54,Gen X,No,Travel_Rarely,1082,Sales,2,Short Distance,Master,Life Sciences,1,2.6666666666666665,1070,High,4,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6,Y,No,0,11,Excellent,2.6666666666666665,Medium,80,1,13,4,Better,9,4,7,0
772,56,Gen X,No,Travel_Frequently,1240,Research & Development,9,Short Distance,Bachelor,Medical,1,3.0,1071,Low,13,Female,63,High,1,Research Scientist,High,Married,2942,12154,2,Y,No,0,19,Excellent,2.0,Medium,80,1,18,4,Better,5,4,0,3
773,36,Millennials,No,Travel_Rarely,796,Research & Development,12,Medium Distance,Doctor,Medical,1,2.3333333333333335,1073,Very High,1,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,15669,0,Y,No,0,11,Excellent,3.3333333333333335,Medium,80,0,15,2,Good,14,8,7,8
774,55,Gen X,No,Non-Travel,444,Research & Development,2,Short Distance,Below College,Medical,1,3.0,1074,High,22,Male,40,Medium,4,Manager,Low,Single,16756,17323,7,Y,No,0,15,Excellent,2.0,Medium,80,0,31,3,Best,9,7,6,2
775,43,Millennials,No,Travel_Rarely,415,Sales,25,Long Distance,Bachelor,Medical,1,2.6666666666666665,1076,High,17,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,Y,No,0,13,Excellent,3.3333333333333335,High,80,1,18,5,Better,1,0,0,0
776,20,Gen Z,Yes,Travel_Frequently,769,Sales,9,Short Distance,Bachelor,Marketing,1,3.0,1077,Very High,0,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1,Y,Yes,1,14,Excellent,3.3333333333333335,Medium,80,0,2,3,Better,2,2,0,2
777,21,Gen Z,Yes,Travel_Rarely,1334,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1079,High,0,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,Y,No,0,13,Excellent,1.6666666666666667,Low,80,0,1,6,Good,1,0,1,0
778,46,Gen X,No,Travel_Rarely,1003,Research & Development,8,Short Distance,Master,Life Sciences,1,3.0,1080,Very High,3,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8,Y,Yes,1,23,Outstanding,2.0,Low,80,3,19,2,Better,16,13,1,7
779,51,Gen X,Yes,Travel_Rarely,1323,Research & Development,4,Short Distance,Master,Life Sciences,1,3.3333333333333335,1081,Low,8,Male,34,High,1,Research Scientist,High,Married,2461,10332,9,Y,Yes,1,12,Excellent,2.3333333333333335,High,80,3,18,2,Best,10,0,2,7
780,28,Millennials,Yes,Non-Travel,1366,Research & Development,24,Long Distance,College,Technical Degree,1,2.3333333333333335,1082,Medium,0,Male,72,Medium,3,Healthcare Representative,Low,Single,8722,12355,1,Y,No,0,12,Excellent,1.3333333333333333,Low,80,0,10,2,Good,10,7,1,9
781,26,Gen Z,No,Travel_Rarely,192,Research & Development,1,Short Distance,College,Medical,1,2.6666666666666665,1083,Low,1,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1,Y,No,0,16,Excellent,1.0,Low,80,2,6,2,Better,5,3,1,3
782,30,Millennials,No,Travel_Rarely,1176,Research & Development,20,Medium Distance,Bachelor,Other,1,2.6666666666666665,1084,High,1,Male,85,High,2,Manufacturing Director,Low,Married,9957,9096,0,Y,No,0,15,Excellent,2.3333333333333335,High,80,1,7,1,Good,6,2,0,2
783,41,Millennials,No,Travel_Rarely,509,Research & Development,7,Short Distance,College,Technical Degree,1,3.3333333333333335,1085,Medium,0,Female,43,Very High,1,Research Scientist,High,Married,3376,18863,1,Y,No,0,13,Excellent,2.6666666666666665,High,80,0,10,3,Better,10,6,0,8
784,38,Millennials,No,Travel_Rarely,330,Research & Development,17,Medium Distance,Below College,Life Sciences,1,2.3333333333333335,1088,High,1,Female,65,Medium,3,Healthcare Representative,High,Married,8823,24608,0,Y,No,0,18,Excellent,2.3333333333333335,Low,80,1,20,4,Good,19,9,1,9
785,40,Millennials,No,Travel_Rarely,1492,Research & Development,20,Medium Distance,Master,Technical Degree,1,3.3333333333333335,1092,Low,3,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4,Y,No,0,20,Outstanding,3.0,Very High,80,1,14,6,Better,11,10,11,1
786,27,Gen Z,No,Non-Travel,1277,Research & Development,8,Short Distance,Doctor,Life Sciences,1,2.3333333333333335,1094,Low,0,Male,87,Low,1,Laboratory Technician,High,Married,4621,5869,1,Y,No,0,19,Excellent,2.6666666666666665,Very High,80,3,3,4,Better,3,2,1,2
787,55,Gen X,No,Travel_Frequently,1091,Research & Development,2,Short Distance,Below College,Life Sciences,1,3.0,1096,Very High,20,Male,65,High,3,Manufacturing Director,Medium,Married,10976,15813,3,Y,No,0,18,Excellent,2.6666666666666665,Medium,80,1,23,4,Better,3,2,1,2
788,28,Millennials,No,Travel_Rarely,857,Research & Development,10,Short Distance,Bachelor,Other,1,3.3333333333333335,1097,High,2,Female,59,High,2,Research Scientist,High,Single,3660,7909,3,Y,No,0,13,Excellent,3.3333333333333335,Very High,80,0,10,4,Best,8,7,1,7
789,44,Gen X,Yes,Travel_Rarely,1376,Human Resources,1,Short Distance,College,Medical,1,2.6666666666666665,1098,Medium,4,Male,91,Medium,3,Human Resources,Low,Married,10482,2326,9,Y,No,0,14,Excellent,2.3333333333333335,Very High,80,1,24,1,Better,20,6,3,6
790,33,Millennials,No,Travel_Rarely,654,Research & Development,5,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1099,Very High,6,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4,Y,No,0,15,Excellent,3.6666666666666665,High,80,1,9,2,Better,3,2,1,2
791,35,Millennials,Yes,Travel_Rarely,1204,Sales,4,Short Distance,Bachelor,Technical Degree,1,3.3333333333333335,1100,Very High,1,Male,86,High,3,Sales Executive,Low,Single,9582,10333,0,Y,Yes,1,22,Outstanding,2.0,Low,80,0,9,2,Better,8,7,4,7
792,33,Millennials,Yes,Travel_Frequently,827,Research & Development,29,Long Distance,Master,Medical,1,3.0,1101,Low,1,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1,Y,No,0,22,Outstanding,2.0,Medium,80,0,14,4,Better,13,7,3,8
793,28,Millennials,No,Travel_Rarely,895,Research & Development,15,Medium Distance,College,Life Sciences,1,2.6666666666666665,1102,Low,0,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1,Y,No,0,16,Excellent,2.6666666666666665,Very High,80,1,4,5,Good,4,2,2,2
794,34,Millennials,No,Travel_Frequently,618,Research & Development,3,Short Distance,Below College,Life Sciences,1,2.6666666666666665,1103,Low,1,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0,Y,No,0,17,Excellent,2.6666666666666665,High,80,0,7,1,Good,6,2,0,4
795,37,Millennials,No,Travel_Rarely,309,Sales,10,Short Distance,Master,Life Sciences,1,2.6666666666666665,1105,Very High,7,Female,88,Medium,2,Sales Executive,Very High,Divorced,6694,24223,2,Y,Yes,1,14,Excellent,3.6666666666666665,High,80,3,8,5,Better,1,0,0,0
796,25,Gen Z,Yes,Travel_Rarely,1219,Research & Development,4,Short Distance,Below College,Technical Degree,1,3.3333333333333335,1106,Very High,0,Male,32,High,1,Laboratory Technician,Very High,Married,3691,4605,1,Y,Yes,1,15,Excellent,3.3333333333333335,Medium,80,1,7,3,Best,7,7,5,6
797,26,Gen Z,Yes,Travel_Rarely,1330,Research & Development,21,Long Distance,Bachelor,Medical,1,3.0,1107,Low,0,Male,37,High,1,Laboratory Technician,High,Divorced,2377,19373,1,Y,No,0,20,Outstanding,2.3333333333333335,High,80,1,1,0,Good,1,1,0,0
798,33,Millennials,Yes,Travel_Rarely,1017,Research & Development,25,Long Distance,Bachelor,Medical,1,3.0,1108,Low,3,Male,55,Medium,1,Research Scientist,Medium,Single,2313,2993,4,Y,Yes,1,20,Outstanding,1.6666666666666667,Medium,80,0,5,0,Better,2,2,2,2
799,42,Millennials,No,Travel_Rarely,469,Research & Development,2,Short Distance,College,Medical,1,3.0,1109,Very High,1,Male,35,High,4,Manager,Low,Married,17665,14399,0,Y,No,0,17,Excellent,3.0,Very High,80,1,23,3,Better,22,6,13,7
800,28,Millennials,Yes,Travel_Frequently,1009,Research & Development,1,Short Distance,Bachelor,Medical,1,2.6666666666666665,1111,Low,0,Male,45,Medium,1,Laboratory Technician,Medium,Divorced,2596,7160,1,Y,No,0,15,Excellent,1.3333333333333333,Low,80,2,1,2,Better,1,0,0,0
801,50,Gen X,Yes,Travel_Frequently,959,Sales,1,Short Distance,Master,Other,1,3.0,1113,Very High,5,Male,81,High,2,Sales Executive,High,Single,4728,17251,3,Y,Yes,1,14,Excellent,3.6666666666666665,Very High,80,0,5,4,Better,0,0,0,0
802,33,Millennials,No,Travel_Frequently,970,Sales,7,Short Distance,Bachelor,Life Sciences,1,3.0,1114,Very High,1,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0,Y,No,0,17,Excellent,3.0,High,80,1,4,3,Better,3,2,0,2
803,34,Millennials,No,Non-Travel,697,Research & Development,3,Short Distance,Master,Life Sciences,1,2.6666666666666665,1115,High,6,Male,40,Medium,1,Research Scientist,Very High,Married,2979,22478,3,Y,No,0,17,Excellent,3.6666666666666665,Very High,80,3,6,2,Better,0,0,0,0
804,48,Gen X,No,Non-Travel,1262,Research & Development,1,Short Distance,Master,Medical,1,3.3333333333333335,1116,Low,22,Male,35,Very High,4,Manager,Very High,Single,16885,16154,2,Y,No,0,22,Outstanding,2.6666666666666665,High,80,0,27,3,Good,5,4,2,1
805,45,Gen X,No,Non-Travel,1050,Sales,9,Short Distance,Master,Life Sciences,1,2.6666666666666665,1117,Medium,0,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1,Y,No,0,13,Excellent,3.0,Very High,80,1,15,2,Better,15,10,4,12
806,52,Gen X,No,Travel_Rarely,994,Research & Development,7,Short Distance,Master,Life Sciences,1,3.0,1118,Medium,10,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,Y,No,0,19,Excellent,2.6666666666666665,Very High,80,0,18,4,Better,8,6,4,0
807,38,Millennials,No,Travel_Rarely,770,Sales,10,Short Distance,Master,Marketing,1,2.6666666666666665,1119,High,1,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Y,Yes,1,14,Excellent,2.6666666666666665,Medium,80,2,9,2,Better,8,7,2,7
808,29,Millennials,No,Travel_Rarely,1107,Research & Development,28,Long Distance,Master,Life Sciences,1,3.3333333333333335,1120,High,4,Female,93,High,1,Research Scientist,Very High,Divorced,2514,26968,4,Y,No,0,22,Outstanding,2.6666666666666665,Low,80,1,11,1,Better,7,5,1,7
809,28,Millennials,No,Travel_Rarely,950,Research & Development,3,Short Distance,Bachelor,Medical,1,2.6666666666666665,1121,Very High,1,Female,93,High,3,Manufacturing Director,Medium,Divorced,7655,8039,0,Y,No,0,17,Excellent,2.6666666666666665,Medium,80,3,10,3,Good,9,7,1,7
810,46,Gen X,No,Travel_Rarely,406,Sales,3,Short Distance,Below College,Marketing,1,3.0,1124,Low,11,Male,52,High,4,Manager,High,Married,17465,15596,3,Y,No,0,12,Excellent,2.6666666666666665,Very High,80,1,23,3,Better,12,9,4,9
811,38,Millennials,No,Travel_Rarely,130,Sales,2,Short Distance,College,Marketing,1,3.0,1125,Very High,9,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7,Y,No,0,16,Excellent,3.0,High,80,0,10,2,Better,1,0,0,0
812,43,Millennials,No,Travel_Frequently,1082,Research & Development,27,Long Distance,Bachelor,Life Sciences,1,3.0,1126,High,10,Female,83,High,3,Manufacturing Director,Low,Married,10820,11535,8,Y,No,0,11,Excellent,2.3333333333333335,High,80,1,18,1,Better,8,7,0,1
813,39,Millennials,Yes,Travel_Frequently,203,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,3.0,1127,Low,3,Male,84,High,4,Healthcare Representative,Very High,Divorced,12169,13547,7,Y,No,0,11,Excellent,3.0,Very High,80,3,21,4,Better,18,7,11,5
814,40,Millennials,No,Travel_Rarely,1308,Research & Development,14,Medium Distance,Bachelor,Medical,1,3.0,1128,High,1,Male,44,Medium,5,Research Director,High,Single,19626,17544,1,Y,No,0,14,Excellent,2.3333333333333335,Low,80,0,21,2,Best,20,7,4,9
815,21,Gen Z,No,Travel_Rarely,984,Research & Development,1,Short Distance,Below College,Technical Degree,1,3.0,1131,Very High,0,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1,Y,Yes,1,11,Excellent,3.0,High,80,0,2,6,Best,2,2,2,2
816,39,Millennials,No,Non-Travel,439,Research & Development,9,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1132,High,4,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,Y,No,0,15,Excellent,2.6666666666666665,High,80,0,9,2,Good,5,4,0,3
817,36,Millennials,No,Non-Travel,217,Research & Development,18,Medium Distance,Master,Life Sciences,1,3.3333333333333335,1133,Low,7,Male,78,High,2,Manufacturing Director,Very High,Single,7779,23238,2,Y,No,0,20,Outstanding,2.0,Low,80,0,18,0,Better,11,9,0,9
818,31,Millennials,No,Travel_Frequently,793,Sales,20,Medium Distance,Bachelor,Life Sciences,1,3.3333333333333335,1135,High,1,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0,Y,No,0,12,Excellent,2.6666666666666665,Low,80,1,3,4,Better,2,2,2,2
819,28,Millennials,No,Travel_Rarely,1451,Research & Development,2,Short Distance,Below College,Life Sciences,1,2.0,1136,Low,1,Male,67,Medium,1,Research Scientist,Medium,Married,3201,19911,0,Y,No,0,17,Excellent,1.3333333333333333,Low,80,0,6,2,Bad,5,3,0,4
820,35,Millennials,No,Travel_Frequently,1182,Sales,11,Medium Distance,College,Marketing,1,3.0,1137,Very High,0,Male,54,High,2,Sales Executive,Very High,Divorced,4968,18500,1,Y,No,0,11,Excellent,4.0,Very High,80,1,5,3,Better,5,2,0,2
821,49,Gen X,No,Travel_Rarely,174,Sales,8,Short Distance,Master,Technical Degree,1,2.6666666666666665,1138,Very High,13,Male,56,Medium,4,Sales Executive,Medium,Married,13120,11879,6,Y,No,0,17,Excellent,2.6666666666666665,Medium,80,1,22,3,Better,9,8,2,3
822,34,Millennials,No,Travel_Frequently,1003,Research & Development,2,Short Distance,College,Life Sciences,1,2.6666666666666665,1140,Very High,2,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2,Y,No,0,11,Excellent,3.6666666666666665,Very High,80,0,5,3,Good,3,2,0,2
823,29,Millennials,No,Travel_Frequently,490,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1143,Very High,1,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,Y,No,0,14,Excellent,3.3333333333333335,Very High,80,2,8,2,Good,7,5,1,1
824,42,Millennials,No,Travel_Rarely,188,Research & Development,29,Long Distance,Bachelor,Medical,1,2.3333333333333335,1148,Medium,15,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4,Y,No,0,19,Excellent,2.3333333333333335,Low,80,0,16,3,Better,1,0,0,0
825,29,Millennials,No,Travel_Rarely,718,Research & Development,8,Short Distance,Below College,Medical,1,2.3333333333333335,1150,Medium,0,Male,79,Medium,2,Manufacturing Director,Very High,Married,5056,17689,1,Y,Yes,1,15,Excellent,3.0,High,80,1,10,2,Good,10,7,1,2
826,38,Millennials,No,Travel_Rarely,433,Human Resources,1,Short Distance,Bachelor,Human Resources,1,3.6666666666666665,1152,High,0,Male,37,Very High,1,Human Resources,High,Married,2844,6004,1,Y,No,0,13,Excellent,3.3333333333333335,Very High,80,1,7,2,Best,7,6,5,0
827,28,Millennials,No,Travel_Frequently,773,Research & Development,6,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1154,High,0,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Y,Yes,1,14,Excellent,3.3333333333333335,Very High,80,1,3,2,Better,3,1,0,2
828,18,Gen Z,Yes,Non-Travel,247,Research & Development,8,Short Distance,Below College,Medical,1,3.0,1156,High,0,Male,80,High,1,Laboratory Technician,High,Single,1904,13556,1,Y,No,0,12,Excellent,3.3333333333333335,Very High,80,0,0,0,Better,0,0,0,0
829,33,Millennials,Yes,Travel_Rarely,603,Sales,9,Short Distance,Master,Marketing,1,3.0,1157,Low,1,Female,77,High,2,Sales Executive,Low,Single,8224,18385,0,Y,Yes,1,17,Excellent,1.0,Low,80,0,6,3,Better,5,2,0,3
830,41,Millennials,No,Travel_Rarely,167,Research & Development,12,Medium Distance,Master,Life Sciences,1,3.0,1158,Medium,5,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3,Y,Yes,1,11,Excellent,2.3333333333333335,Low,80,1,6,4,Better,1,0,0,0
831,31,Millennials,Yes,Travel_Frequently,874,Research & Development,15,Medium Distance,Bachelor,Medical,1,2.6666666666666665,1160,High,0,Male,72,High,1,Laboratory Technician,High,Married,2610,6233,1,Y,No,0,12,Excellent,3.0,High,80,1,2,5,Good,2,2,2,2
832,37,Millennials,No,Travel_Rarely,367,Research & Development,25,Long Distance,College,Medical,1,2.6666666666666665,1161,High,3,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,Y,No,0,13,Excellent,3.3333333333333335,High,80,2,9,2,Better,6,2,1,3
833,27,Gen Z,No,Travel_Rarely,199,Research & Development,6,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1162,Very High,0,Male,55,Medium,1,Research Scientist,High,Married,2539,7950,1,Y,No,0,13,Excellent,3.3333333333333335,High,80,1,4,0,Better,4,2,2,2
834,34,Millennials,No,Travel_Rarely,1400,Sales,9,Short Distance,Below College,Life Sciences,1,3.0,1163,Medium,0,Female,70,High,2,Sales Executive,High,Married,5714,5829,1,Y,No,0,20,Outstanding,2.0,Low,80,0,6,3,Good,6,5,1,3
835,35,Millennials,No,Travel_Rarely,528,Human Resources,8,Short Distance,Master,Technical Degree,1,2.3333333333333335,1164,High,1,Male,100,High,1,Human Resources,High,Single,4323,7108,1,Y,No,0,17,Excellent,2.6666666666666665,Medium,80,0,6,2,Bad,5,4,1,4
836,29,Millennials,Yes,Travel_Rarely,408,Sales,23,Long Distance,Below College,Life Sciences,1,2.0,1165,Very High,0,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,Y,No,0,13,Excellent,2.0,Low,80,1,11,3,Bad,11,8,3,10
837,40,Millennials,No,Travel_Frequently,593,Research & Development,9,Short Distance,Master,Medical,1,2.6666666666666665,1166,Medium,2,Female,88,High,3,Research Director,High,Single,13499,13782,9,Y,No,0,17,Excellent,2.6666666666666665,High,80,0,20,3,Good,18,7,2,13
838,42,Millennials,Yes,Travel_Frequently,481,Sales,12,Medium Distance,Bachelor,Life Sciences,1,2.6666666666666665,1167,High,1,Male,44,High,4,Sales Executive,Low,Single,13758,2447,0,Y,Yes,1,12,Excellent,2.0,Medium,80,0,22,2,Good,21,9,13,14
839,42,Millennials,No,Travel_Rarely,647,Sales,4,Short Distance,Master,Marketing,1,3.3333333333333335,1171,Medium,3,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7,Y,No,0,13,Excellent,2.3333333333333335,Very High,80,0,9,3,Best,6,4,1,5
840,35,Millennials,No,Travel_Rarely,982,Research & Development,1,Short Distance,Master,Medical,1,2.6666666666666665,1172,Very High,2,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,Y,No,0,12,Excellent,3.0,Medium,80,1,10,2,Better,8,0,1,7
841,24,Gen Z,No,Travel_Rarely,477,Research & Development,24,Long Distance,Bachelor,Medical,1,3.3333333333333335,1173,Very High,2,Male,49,High,1,Laboratory Technician,Medium,Single,3597,6409,8,Y,No,0,22,Outstanding,3.3333333333333335,Very High,80,0,6,2,Better,4,3,1,2
842,28,Millennials,Yes,Travel_Rarely,1485,Research & Development,12,Medium Distance,Below College,Life Sciences,1,2.6666666666666665,1175,High,0,Female,79,High,1,Laboratory Technician,Very High,Married,2515,22955,1,Y,Yes,1,11,Excellent,3.6666666666666665,Very High,80,0,1,4,Good,1,1,0,0
843,26,Gen Z,No,Travel_Rarely,1384,Research & Development,3,Short Distance,Master,Medical,1,3.6666666666666665,1177,Low,0,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1,Y,No,0,22,Outstanding,2.3333333333333335,Medium,80,1,8,2,Better,8,7,0,7
844,30,Millennials,No,Travel_Rarely,852,Sales,10,Short Distance,Bachelor,Marketing,1,2.6666666666666665,1179,High,0,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1,Y,No,0,18,Excellent,2.3333333333333335,Low,80,1,10,3,Better,10,3,1,4
845,40,Millennials,No,Travel_Frequently,902,Research & Development,26,Long Distance,College,Medical,1,2.0,1180,High,15,Female,92,Medium,2,Research Scientist,Very High,Married,4422,21203,3,Y,Yes,1,13,Excellent,3.6666666666666665,Very High,80,1,16,3,Bad,1,1,0,0
846,35,Millennials,No,Travel_Rarely,819,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,3.0,1182,High,8,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,19588,2,Y,No,0,18,Excellent,2.3333333333333335,Medium,80,1,15,2,Best,7,7,6,4
847,34,Millennials,No,Travel_Frequently,669,Research & Development,1,Short Distance,Bachelor,Medical,1,3.0,1184,Very High,1,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0,Y,No,0,20,Outstanding,2.6666666666666665,High,80,0,14,3,Better,13,9,4,9
848,35,Millennials,No,Travel_Frequently,636,Research & Development,4,Short Distance,Master,Other,1,3.0,1185,Very High,0,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1,Y,No,0,13,Excellent,3.3333333333333335,Medium,80,1,2,2,Best,2,2,2,2
849,43,Millennials,Yes,Travel_Rarely,1372,Sales,9,Short Distance,Bachelor,Marketing,1,2.0,1188,Low,3,Female,85,Low,2,Sales Executive,High,Single,5346,9489,8,Y,No,0,13,Excellent,2.0,Medium,80,0,7,2,Good,4,3,1,3
850,32,Millennials,No,Non-Travel,862,Sales,2,Short Distance,Below College,Life Sciences,1,3.0,1190,High,0,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1,Y,No,0,12,Excellent,2.3333333333333335,High,80,3,1,3,Better,1,0,0,0
851,56,Gen X,No,Travel_Rarely,718,Research & Development,4,Short Distance,Master,Technical Degree,1,3.0,1191,Very High,23,Female,92,High,5,Manager,Low,Divorced,19943,18575,4,Y,No,0,13,Excellent,3.0,Very High,80,1,28,2,Better,5,2,4,2
852,29,Millennials,No,Travel_Rarely,1401,Research & Development,6,Short Distance,Below College,Medical,1,3.0,1192,Medium,0,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1,Y,No,0,13,Excellent,2.3333333333333335,Low,80,1,10,5,Better,10,8,0,8
853,19,Gen Z,No,Travel_Rarely,645,Research & Development,9,Short Distance,College,Life Sciences,1,3.3333333333333335,1193,High,0,Male,54,High,1,Research Scientist,Low,Single,2552,7172,1,Y,No,0,25,Outstanding,2.3333333333333335,High,80,0,1,4,Better,1,1,0,0
854,45,Gen X,No,Travel_Rarely,1457,Research & Development,7,Short Distance,Bachelor,Medical,1,2.6666666666666665,1195,Low,4,Female,83,High,1,Research Scientist,High,Married,4477,20100,4,Y,Yes,1,19,Excellent,2.3333333333333335,High,80,1,7,2,Good,3,2,0,2
855,37,Millennials,No,Travel_Rarely,977,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1196,Very High,0,Female,56,Medium,2,Manufacturing Director,Very High,Married,6474,9961,1,Y,No,0,13,Excellent,3.3333333333333335,Medium,80,1,14,2,Good,14,8,3,11
856,20,Gen Z,No,Travel_Rarely,805,Research & Development,3,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1198,Low,0,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,Y,No,0,12,Excellent,1.6666666666666667,Low,80,0,2,2,Good,2,2,1,2
857,44,Gen X,Yes,Travel_Rarely,1097,Research & Development,10,Short Distance,Master,Life Sciences,1,3.0,1200,High,0,Male,96,High,1,Research Scientist,High,Single,2936,10826,1,Y,Yes,1,11,Excellent,3.0,High,80,0,6,4,Better,6,4,0,2
